AnalyteName	Alias	CAS_Number	UnitName	BeneficialUse	Objective	AveragingPeroid	Objective_Language	Evaluation_Guideline	Objective_Ref_Number	Eval_Ref_Number
Bis(2-chloro-1-methylethyl) ether	Chloroisopropyl)ether	108-60-1	ug/L	CM	170000	4	"The bis(2-Chloroisopropyl)ether criteria for the protection of human health from consumption of organisms only is 170,000 ug/L (California Toxics Rule, 2000)."		476	
Bis(2-ethylhexyl)phthalate	Ethylhexyl)phthalate	117-81-7	ug/L	CM	5.9	4	"The bis(2-Ethylhexyl)phthalate criteria for the protection of human health from consumption of organisms only is 5.9 ug/L (California Toxics Rule, 2000)."		476	
Bis(2-ethylhexyl)phthalate	Ethylhexyl)phthalate	117-81-7	ug/L	MU	1.8	4	"The bis(2-Ethylhexyl)phthalate criteria for the protection of human health from the consumption of water and organisms is 1.8 ug/L (California Toxics Rule, 2000)."		476	
Bromodichloromethane	Bromodichloromethane	75-27-4	ug/L	MU	80	7	"The California Maximum Contaminant Level for total trihalomethanes incorporated by reference in the Water Quality Control Plan, Lahontan Region is 80 ug/L (Water Quality Control Plan, Lahontan Region). "		2430	
Bromoform	Bromoform	75-25-2	ug/L	CM	360	4	"The Bromoform criteria for the protection of human health from consumption of organisms only is 360 ug/L (California Toxics Rule, 2000)."		476	
Bromoform	Bromoform	75-25-2	ug/L	MU	4.3	4	"The Bromoform criteria for the protection of human health from the consumption of water and organisms is 4.3 ug/L (California Toxics Rule, 2000)."		476	
Bromomethane	Bromomethane (Methyl Bromide)	74-83-9	ug/L	MU	48	4	"The Bromomethane (Methyl Bromide) criteria for the protection of human health from the consumption of water and organisms is 48 ug/L (California Toxics Rule, 2000)."		476	
Butyl Benzyl Phthalate	Butylbenzylphthalate	85-68-7	ug/L	CM	5200	4	"The Butylbenzylphthalate criteria for the protection of human health from consumption of organisms only is 5,200 ug/L (California Toxics Rule, 2000)."		476	
Butyl Benzyl Phthalate	Butylbenzylphthalate	85-68-7	ug/L	MU	3000	4	"The Butylbenzylphthalate criteria for the protection of human health from the consumption of water and organisms is 3,000 ug/L (California Toxics Rule, 2000)."		476	
Cadmium	Cadmium	7440-43-9	ug/L	CO	2.2	4	"The dissolved cadmium criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater for dissolved cadmium is 0.0022 mg/L (California Toxics Rule, 2000). "		476	
Cadmium	Cadmium	7440-43-9	ug/L	ES	9.3	4	"The dissolved cadmium criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 9.3 ug/L (California Toxics Rule, 2000)."		476	
Cadmium	Cadmium	7440-43-9	ug/L	MA	9.3	4	"The dissolved cadmium criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 9.3 ug/L (California Toxics Rule, 2000)."		476	
Cadmium	Cadmium	7440-43-9	ug/L	MU	5	7	"The California Maximum Contaminant Level for cadmium incorporated by reference in the Basin Plan is 0.005 mg/L (Water Quality Control Plan, Lahontan Region)."		2430	
Cadmium	Cadmium	7440-43-9	ug/L	WA	2.2	4	"The dissolved cadmium criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater for dissolved cadmium is 2.2 ug/L (California Toxics Rule, 2000). "		476	
Carbofuran	Carbofuran	1563-66-2	ug/L	MU	18	7	"The California Maximum Contaminant Level for Carbofuran incorporated by reference in the Water Quality Control Plan, Lahontan Region is 18 ug/L (Water Quality Control Plan, Lahontan Region). "		2430	
Carbon Tetrachloride	Carbon tetrachloride	56-23-5	ug/L	CM	4.4	4	"The Carbon tetrachloride criteria for the protection of human health from consumption of organisms only is 4.4 ug/L (California Toxics Rule, 2000)."		476	
Carbon Tetrachloride	Carbon tetrachloride	56-23-5	ug/L	MU	0.5	7	"The California Maximum Contaminant Level for Carbon tetrachloride incorporated by reference in the Water Quality Control Plan, Lahontan Region is 0.5 ug/L (Water Quality Control Plan, Lahontan Region). "		2430	
"Chlordane, cis-"	Chlordane	5103-71-9	ug/L	CM	0.00059	4	"The Chlordane, cis criteria for the protection of human health from consumption of organisms only is 0.00059 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, cis-"	Chlordane	5103-71-9	ug/L	CO	0.0043	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is 0.0043 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, cis-"	Chlordane	5103-71-9	ug/L	ES	0.004	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 0.004 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, cis-"	Chlordane	5103-71-9	ug/L	MA	0.004	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 0.004 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, cis-"	Chlordane	5103-71-9	ug/L	MU	0.00057	4	"The chlordane criteria for the protection of human health from the consumption of water and organisms is 0.00057 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, cis-"	Chlordane	5103-71-9	ug/L	WA	0.0043	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is 0.0043 ug/L (California Toxics Rule, 2000)."		476	
Total Chlordanes	Chlordane	Unknown	ug/L	CM	0.00059	4	"The Chlordane, Total criteria for the protection of human health from consumption of organisms only is 0.00059 ug/L (California Toxics Rule, 2000)."		476	
Total Chlordanes	Chlordane	Unknown	ug/L	CO	0.0043	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is 0.0043 ug/L (California Toxics Rule, 2000)."		476	
Total Chlordanes	Chlordane	Unknown	ug/L	ES	0.004	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 0.004 ug/L (California Toxics Rule, 2000)."		476	
Total Chlordanes	Chlordane	Unknown	ug/L	MA	0.004	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 0.004 ug/L (California Toxics Rule, 2000)."		476	
Total Chlordanes	Chlordane	Unknown	ug/L	MU	0.00057	4	"The chlordane criteria for the protection of human health from the consumption of water and organisms is 0.00057 ug/L (California Toxics Rule, 2000)."		476	
Total Chlordanes	Chlordane	Unknown	ug/L	WA	0.0043	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is 0.0043 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, trans-"	Chlordane Trans	5103-74-2	ug/L	CM	0.00059	4	"The Chlordane, Trans criteria for the protection of human health from consumption of organisms only is 0.00059 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, trans-"	Chlordane Trans	5103-74-2	ug/L	CO	0.0043	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is 0.0043 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, trans-"	Chlordane Trans	5103-74-2	ug/L	ES	0.004	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 0.004 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, trans-"	Chlordane Trans	5103-74-2	ug/L	MA	0.004	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 0.004 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, trans-"	Chlordane Trans	5103-74-2	ug/L	MU	0.00057	4	"The chlordane criteria for the protection of human health from the consumption of water and organisms is 0.00057 ug/L (California Toxics Rule, 2000)."		476	
"Chlordane, trans-"	Chlordane Trans	5103-74-2	ug/L	WA	0.0043	4	"The chlordane criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is 0.0043 ug/L (California Toxics Rule, 2000)."		476	
Chloride	Chloride	16887-00-6	ug/L	MU	250000	7	"The California Secondary MCL that is incorporated by reference in the Water Quality Control Plan, Lahontan Region for chloride is 250 mg/L (Water Quality Control Plan, Lahontan Region)."		2430	
"Chlorine, Total Residual"	Chlorine_Residual	7782-50-5	ug/L	CO	3	7	"The Water Quality Control Plan for the Lahontan Region∆s water quality objective for all surface waters states the following: For the protection of aquatic life, total chlorine residual shall not exceed either a median value of 0.002 mg/L or a maximum value of 0.003 mg/L.  Median values shall be based on daily measurements taken within any six-month period."		2430	
"Chlorine, Total Residual"	Chlorine_Residual	7782-50-5	ug/L	SP	3	7	"The Water Quality Control Plan for the Lahontan Region∆s water quality objective for all surface waters states the following: For the protection of aquatic life, total chlorine residual shall not exceed either a median value of 0.002 mg/L or a maximum value of 0.003 mg/L.  Median values shall be based on daily measurements taken within any six-month period."		2430	
"Chlorine, Total Residual"	Chlorine_Residual	7782-50-5	ug/L	WA	3	7	"The Water Quality Control Plan for the Lahontan Region∆s water quality objective for all surface waters states the following: For the protection of aquatic life, total chlorine residual shall not exceed either a median value of 0.002 mg/L or a maximum value of 0.003 mg/L.  Median values shall be based on daily measurements taken within any six-month period."		2430	
Chlorobenzene	Chlorobenzene	108-90-7	ug/L	CM	21000	4	"The Chlorobenzene criteria for the protection of human health from consumption of organisms only is 21,000 ug/L (California Toxics Rule, 2000)."		476	
Chlorobenzene	Chlorobenzene	108-90-7	ug/L	MU	70	7	"The California Maximum Contaminant Level for monochlorobenzene incorporated by reference in the Water Quality Control Plan, Lahontan Region is 70 ug/L (Water Quality Control Plan, Lahontan Region). "		2430	
Dibromochloromethane	Chlorodibromomethane	124-48-1	ug/L	CM	34	4	"The Chlorodibromomethane criteria for the protection of human health from consumption of organisms only is 34 ug/L (California Toxics Rule, 2000)."		476	
Dibromochloromethane	Chlorodibromomethane	124-48-1	ug/L	MU	0.41	4	"The Chlorodibromomethane criteria for the protection of human health from the consumption of water and organisms is 0.41 ug/L (California Toxics Rule, 2000)."		476	
Chloroform	Chloroform	67-66-3	ug/L	CM	2000	7	The Chloroform criteria for the protection of human health from consumption of organisms only is 46 ug/L (National Recommended Water Quality Criteria).		4321	
Chloroform	Chloroform	67-66-3	ug/L	MU	80	7	"The California Maximum Contaminant Level for total trihalomethanes incorporated by reference in the Water Quality Control Plan, Lahontan Region is 80 ug/L (Water Quality Control Plan, Lahontan Region). "		2430	
Chlorophyll a	Chlorophyll a	479-61-8	ug/L	CO	40	7	Waters shall not contain biostimulatory substances in concentrations that promote aquatic growths to the extent that such growths cause nuisance or adversely affect the water for beneficial uses.	"North Carolina Administrative code (NCAC), Title 15A ˚ Environmental and Natural Resources, Subchapter 2B-Surface water and wetland standards, Rule 0211-Fresh surface water quality standards for class C waters (Class C is defined as freshwaters protected for secondary recreation, fishing, aquatic life including propagation and survival, and wildlife).·Section 3(a) of Rule 0211 applies to all fresh surface waters and states that chlorophyll a is not to exceed 40 ug/L."	2430	2325
Chlorophyll a	Chlorophyll a	479-61-8	ug/L	WA	40	7	Waters shall not contain biostimulatory substances in concentrations that promote aquatic growths to the extent that such growths cause nuisance or adversely affect the water for beneficial uses.	"North Carolina Administrative code (NCAC), Title 15A ˚ Environmental and Natural Resources, Subchapter 2B-Surface water and wetland standards, Rule 0211-Fresh surface water quality standards for class C waters (Class C is defined as freshwaters protected for secondary recreation, fishing, aquatic life including propagation and survival, and wildlife).·Section 3(a) of Rule 0211 applies to all fresh surface waters and states that chlorophyll a is not to exceed 40 ug/L."	2430	2325
Chlorophyll a	Chlorophyll a	479-61-8	ug/L	CO	40	7	Waters shall not contain biostimulatory substances in concentrations that promote aquatic growths to the extent that such growths cause nuisance or adversely affect the water for beneficial uses.	"North Carolina Administrative code (NCAC), Title 15A ˚ Environmental and Natural Resources, Subchapter 2B-Surface water and wetland standards, Rule 0211-Fresh surface water quality standards for class C waters (Class C is defined as freshwaters protected for secondary recreation, fishing, aquatic life including propagation and survival, and wildlife).·Section 3(a) of Rule 0211 applies to all fresh surface waters and states that chlorophyll a is not to exceed 40 ug/L."	2430	2325
Chlorophyll a	Chlorophyll a	479-61-8	ug/L	WA	40	7	Waters shall not contain biostimulatory substances in concentrations that promote aquatic growths to the extent that such growths cause nuisance or adversely affect the water for beneficial uses.	"North Carolina Administrative code (NCAC), Title 15A ˚ Environmental and Natural Resources, Subchapter 2B-Surface water and wetland standards, Rule 0211-Fresh surface water quality standards for class C waters (Class C is defined as freshwaters protected for secondary recreation, fishing, aquatic life including propagation and survival, and wildlife).·Section 3(a) of Rule 0211 applies to all fresh surface waters and states that chlorophyll a is not to exceed 40 ug/L."	2430	2325
Chlorpyrifos	Chlorpyrifos	2921-88-2	ug/L	CO	0.014	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life.  (Water Quality Control Plan for the Lahontan Region)"	The freshwater criterion continuous concentration to protect aquatic organisms is 0.014 ug/L (Siepmann and Finlayson 2000). 	2430	12
Chlorpyrifos	Chlorpyrifos	2921-88-2	ug/L	ES	0.009	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life.  (Water Quality Control Plan for the Lahontan Region)"	The saltwater criterion continuous concentration to protect aquatic organisms is 0.009 ug/L (Siepmann and Finlayson 2000). 	2430	12
Chlorpyrifos	Chlorpyrifos	2921-88-2	ug/L	MA	0.009	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life.  (Water Quality Control Plan for the Lahontan Region)"	The saltwater criterion continuous concentration to protect aquatic organisms is 0.009 ug/L (Siepmann and Finlayson 2000). 	2430	12
Chlorpyrifos	Chlorpyrifos	2921-88-2	ug/L	WA	0.014	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life.  (Water Quality Control Plan for the Lahontan Region)"	The freshwater criterion continuous concentration to protect aquatic organisms is 0.014 ug/L (Siepmann and Finlayson 2000). 	2430	12
